epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
80,0.640350878238678,0.7233056426048279,3.12499992105586e-06,0.6062271595001221,0.5454545617103577,0.6521739363670349,0.8275862336158752,0.9215686321258545,0.502302348613739,0.8888888955116272,0.6666666865348816
81,0.6228070259094238,0.716112494468689,3.12499992105586e-06,0.6070418953895569,0.529411792755127,0.5869565010070801,0.8275862336158752,0.9191176295280457,0.5013884902000427,0.8888888955116272,0.6666666865348816
82,0.5964912176132202,0.6873401403427124,3.12499992105586e-06,0.6340131163597107,0.5,0.5869565010070801,0.8275862336158752,0.9191176295280457,0.5025008916854858,0.8888888955116272,0.6666666865348816
83,0.5438596606254578,0.5931905508041382,1.56249996052793e-06,0.7487415671348572,0.4516128897666931,0.6086956262588501,0.8275862336158752,0.9240196347236633,0.49940866231918335,0.8888888955116272,0.6666666865348816
84,0.6491228342056274,0.7007672786712646,1.56249996052793e-06,0.6357658505439758,0.5535714030265808,0.6739130616188049,0.8620689511299133,0.9240196347236633,0.49658116698265076,0.8999999761581421,0.75
85,0.640350878238678,0.6903772354125977,1.56249996052793e-06,0.6604519486427307,0.5438596606254578,0.6739130616188049,0.8620689511299133,0.9215686321258545,0.4978139400482178,0.8999999761581421,0.75
86,0.6052631735801697,0.6930946111679077,1.56249996052793e-06,0.6447385549545288,0.508474588394165,0.6521739363670349,0.8620689511299133,0.9191176891326904,0.4983275532722473,0.8999999761581421,0.75
87,0.6315789222717285,0.654891312122345,1.56249996052793e-06,0.6762063503265381,0.5357142686843872,0.6521739363670349,0.8275862336158752,0.9215686321258545,0.49706774950027466,0.8888888955116272,0.6666666865348816
88,0.5789473652839661,0.6707161068916321,7.81249980263965e-07,0.6415807008743286,0.48076921701431274,0.54347825050354,0.8620689511299133,0.9240196347236633,0.49629148840904236,0.8999999761581421,0.75
89,0.5701754093170166,0.6555306911468506,7.81249980263965e-07,0.6783986687660217,0.4754098355770111,0.6304348111152649,0.8620689511299133,0.9215685725212097,0.4966414272785187,0.8999999761581421,0.75
90,0.6052631735801697,0.696131706237793,7.81249980263965e-07,0.6648955941200256,0.5079365372657776,0.695652186870575,0.8620689511299133,0.9215686321258545,0.4964061677455902,0.8999999761581421,0.75
91,0.5087719559669495,0.5163043141365051,7.81249980263965e-07,0.8325973153114319,0.421875,0.5869565010070801,0.8620689511299133,0.9191176295280457,0.49900877475738525,0.8999999761581421,0.75
92,0.6315789222717285,0.7015664577484131,7.81249980263965e-07,0.6296836733818054,0.5322580933570862,0.717391312122345,0.8620689511299133,0.9166666865348816,0.50175940990448,0.8999999761581421,0.75
